date,open,high,low,close,volume
31-07-1981,0.2099,0.2114,0.2099,0.2099,8745600
03-08-1981,0.2083,0.2083,0.2067,0.2067,4694400
04-08-1981,0.2036,0.2036,0.2021,0.2021,12451200
05-08-1981,0.2021,0.2036,0.2021,0.2021,6249600
06-08-1981,0.2021,0.2052,0.2021,0.2021,13315200
07-08-1981,0.1974,0.1974,0.1959,0.1959,4444800
10-08-1981,0.1959,0.1959,0.1959,0.1959,0
11-08-1981,0.199,0.2005,0.199,0.199,7939200
12-08-1981,0.1943,0.1943,0.1928,0.1928,4041600
13-08-1981,0.1959,0.1974,0.1959,0.1959,8083200
14-08-1981,0.1928,0.1928,0.1912,0.1912,5616000
17-08-1981,0.1912,0.1912,0.1896,0.1896,5328000
18-08-1981,0.1896,0.1912,0.1881,0.1881,4857600
19-08-1981,0.1912,0.1928,0.1912,0.1912,3484800
20-08-1981,0.1959,0.1974,0.1959,0.1959,5577600
21-08-1981,0.1896,0.1896,0.1881,0.1881,8476800
24-08-1981,0.1865,0.1865,0.185,0.185,6441600
25-08-1981,0.185,0.185,0.1819,0.1819,13132800
26-08-1981,0.1788,0.1788,0.1772,0.1772,8035200
27-08-1981,0.1757,0.1757,0.1741,0.1741,15868800
28-08-1981,0.1741,0.1757,0.1741,0.1741,19776000
31-08-1981,0.1741,0.1757,0.1741,0.1741,5510400
01-09-1981,0.1772,0.1803,0.1772,0.1772,5856000
02-09-1981,0.1772,0.1772,0.1741,0.1741,8188800
03-09-1981,0.1679,0.1679,0.1648,0.1648,30518400
04-09-1981,0.1694,0.171,0.1694,0.1694,10867200
08-09-1981,0.1632,0.1632,0.1617,0.1617,8352000
09-09-1981,0.1679,0.171,0.1679,0.1679,7113600
10-09-1981,0.1757,0.1788,0.1757,0.1757,7392000
11-09-1981,0.1865,0.1881,0.1865,0.1865,10540800
14-09-1981,0.1819,0.1819,0.1803,0.1803,9369600
15-09-1981,0.171,0.171,0.1694,0.1694,9888000
16-09-1981,0.1663,0.1663,0.1648,0.1648,15100800
17-09-1981,0.1586,0.1586,0.157,0.157,21830400
18-09-1981,0.1586,0.1601,0.1586,0.1586,15580800
21-09-1981,0.1617,0.1632,0.1617,0.1617,8419200
22-09-1981,0.157,0.157,0.1554,0.1554,11520000
23-09-1981,0.1523,0.1523,0.1508,0.1508,27763200
24-09-1981,0.1492,0.1492,0.1477,0.1477,20256000
25-09-1981,0.143,0.143,0.1415,0.1415,12662400
28-09-1981,0.1477,0.1492,0.1477,0.1477,12835200
29-09-1981,0.1508,0.1523,0.1508,0.1508,11568000
30-09-1981,0.1508,0.1523,0.1508,0.1508,12499200
01-10-1981,0.1508,0.1523,0.1508,0.1508,6681600
02-10-1981,0.1554,0.1586,0.1554,0.1554,10732800
05-10-1981,0.1648,0.1663,0.1648,0.1648,12652800
06-10-1981,0.1586,0.1586,0.157,0.157,16569600
07-10-1981,0.1586,0.1617,0.1586,0.1586,9494400
08-10-1981,0.1586,0.1617,0.1586,0.1586,30288000
09-10-1981,0.1586,0.1586,0.157,0.157,16694400
12-10-1981,0.157,0.1586,0.157,0.157,10156800
13-10-1981,0.1601,0.1617,0.1601,0.1601,7315200
14-10-1981,0.1554,0.1554,0.1539,0.1539,4320000
15-10-1981,0.1539,0.157,0.1539,0.1539,5452800
16-10-1981,0.1539,0.1554,0.1539,0.1539,7132800
19-10-1981,0.1523,0.1523,0.1508,0.1508,9888000
20-10-1981,0.1508,0.1539,0.1508,0.1508,11241600
21-10-1981,0.157,0.1586,0.157,0.157,11961600
22-10-1981,0.1554,0.1554,0.1539,0.1539,19507200
23-10-1981,0.1539,0.1554,0.1539,0.1539,9436800
26-10-1981,0.1539,0.1554,0.1539,0.1539,8380800
27-10-1981,0.1586,0.1601,0.1586,0.1586,14121600
28-10-1981,0.1663,0.1679,0.1663,0.1663,13756800
29-10-1981,0.1663,0.1663,0.1648,0.1648,11721600
